Booking_ID,Booking_Date,Booking_Time,Customer_ID,Driver_ID,Pickup_Location,Drop_Location,Ride_Distance_km,Ride_Duration_min,Fare_Amount,Payment_Method,Ride_Status,Driver_Rating,Customer_Rating
BK2512,2025-04-20,08:36:25,CUST267,DRV624,Mall,Hospital,19.82,50.14,385.87,Cash,Completed,4.4,4.5
BK2513,2025-06-28,16:12:36,CUST233,DRV779,Hotel,Airport,7.04,20.32,119.28,UPI,Completed,4.5,3.2
BK2514,2025-03-21,04:51:22,CUST269,DRV571,Airport,Mall,24.13,91.22,341.75,UPI,Completed,4.6,4.0
BK2515,2025-02-14,09:19:05,CUST978,DRV308,Bus Stand,Railway Station,12.62,33.18,210.09,Cash,Completed,4.5,3.8
BK2516,2025-03-04,04:43:35,CUST483,DRV105,College,Mall,16.47,55.98,291.34,Card,Completed,3.1,4.7
BK2517,2025-01-26,15:35:43,CUST317,DRV583,Bus Stand,College,12.54,31.66,174.73,Cash,Completed,4.0,4.8
BK2518,2025-03-04,03:24:08,CUST236,DRV509,Hotel,Hospital,10.7,37.44,136.69,Cash,Completed,4.0,5.0
BK2519,2025-04-19,19:25:34,CUST600,DRV785,Airport,IT Park,19.72,47.74,315.75,Cash,Completed,3.5,3.8
BK2520,2025-02-15,07:23:23,CUST942,DRV101,Bus Stand,Railway Station,19.94,70.64,275.67,Cash,Completed,4.8,4.2
BK2521,2025-02-28,04:31:12,CUST409,DRV545,Railway Station,Hotel,10.74,32.26,180.87,Card,Completed,4.1,4.0
BK2522,2025-06-17,05:27:09,CUST496,DRV791,College,Airport,13.61,32.02,251.81,Card,Completed,4.1,3.3
BK2523,2025-04-18,05:10:25,CUST954,DRV208,College,Railway Station,19.62,75.83,384.13,Card,Completed,3.7,3.3
BK2524,2025-06-25,23:06:41,CUST922,DRV926,Airport,Mall,13.92,30.98,271.05,Card,Cancelled,,
BK2525,2025-02-02,18:32:24,CUST111,DRV597,Bus Stand,Bus Stand,6.22,15.58,94.87,UPI,Completed,3.8,4.6
BK2526,2025-03-19,13:16:47,CUST718,DRV926,College,Hotel,12.5,29.27,176.72,Card,Completed,4.0,3.3
BK2527,2025-03-27,17:23:07,CUST534,DRV644,Bus Stand,Railway Station,16.07,50.32,284.72,UPI,Completed,4.9,4.8
BK2528,2025-01-02,10:59:45,CUST302,DRV627,College,Bus Stand,23.76,59.15,310.13,UPI,Completed,3.6,4.8
BK2529,2025-04-29,09:02:07,CUST571,DRV475,Airport,Hotel,24.36,90.59,313.76,Card,Cancelled,,
BK2530,2025-04-19,10:43:18,CUST124,DRV655,Hospital,Mall,23.79,67.72,287.25,Card,Completed,3.9,3.1
BK2531,2025-04-02,13:01:28,CUST751,DRV136,Railway Station,Hotel,14.51,38.84,229.08,Cash,Completed,4.2,4.7
BK2532,2025-01-10,17:47:25,CUST186,DRV647,Railway Station,Mall,17.22,49.39,319.52,Cash,Completed,4.8,3.2
BK2533,2025-02-07,20:31:27,CUST453,DRV569,IT Park,College,14.23,36.56,176.12,UPI,Cancelled,,
BK2534,2025-01-20,10:23:02,CUST841,DRV753,Railway Station,Bus Stand,17.38,64.75,231.21,Cash,Completed,4.6,4.7
BK2535,2025-01-21,10:59:40,CUST532,DRV510,Airport,Mall,23.03,58.28,442.9,Cash,Completed,3.6,4.1
BK2536,2025-03-07,23:41:47,CUST956,DRV543,Railway Station,IT Park,3.16,6.6,56.13,Cash,Cancelled,,
BK2537,2025-03-08,09:39:32,CUST912,DRV349,Airport,Hotel,12.22,30.7,165.25,Cash,Completed,4.3,3.0
BK2538,2025-05-02,06:48:59,CUST864,DRV805,Mall,Hospital,20.54,44.34,277.95,Cash,Completed,3.8,4.0
BK2539,2025-06-21,01:38:25,CUST794,DRV391,Hospital,Airport,10.16,26.84,200.27,Card,Cancelled,,
BK2540,2025-02-23,00:50:26,CUST381,DRV373,College,Hotel,16.76,34.31,258.8,UPI,Completed,4.8,3.6
BK2541,2025-02-26,07:01:45,CUST165,DRV726,Hospital,College,4.17,14.66,70.26,Cash,Completed,4.1,3.1
BK2542,2025-04-18,20:38:21,CUST587,DRV671,Airport,Hotel,5.23,16.97,71.46,Card,Completed,4.0,4.1
BK2543,2025-03-23,11:52:28,CUST974,DRV860,College,IT Park,8.52,33.2,159.66,Cash,Completed,4.4,3.2
BK2544,2025-06-28,05:43:24,CUST133,DRV776,Railway Station,College,4.44,13.26,58.99,Cash,Completed,5.0,3.3
BK2545,2025-03-30,02:13:47,CUST478,DRV411,Hospital,Hotel,13.21,36.04,226.09,Card,Cancelled,,
BK2546,2025-06-22,14:01:09,CUST270,DRV739,Hotel,Bus Stand,4.97,14.22,70.56,Card,Completed,4.8,3.1
BK2547,2025-01-06,09:35:47,CUST340,DRV484,Mall,Bus Stand,23.02,84.39,331.04,Cash,Completed,4.6,3.1
BK2548,2025-02-01,03:25:13,CUST213,DRV684,Hospital,Mall,24.24,74.01,349.69,UPI,Completed,3.7,3.1
BK2549,2025-04-13,17:26:22,CUST528,DRV713,Hospital,Hotel,24.76,51.47,426.84,Card,Completed,3.9,4.9
BK2550,2025-06-11,03:42:56,CUST748,DRV880,Hotel,Bus Stand,7.66,23.47,121.48,UPI,Completed,4.4,3.1
BK2551,2025-04-14,15:48:29,CUST560,DRV260,Mall,Bus Stand,6.46,15.69,115.67,Card,Completed,3.4,4.1
BK2552,2025-01-01,17:53:21,CUST771,DRV276,Railway Station,Bus Stand,6.95,25.88,135.79,Cash,Completed,4.0,3.7
BK2553,2025-06-17,13:26:26,CUST129,DRV733,IT Park,Mall,7.38,15.49,104.41,Cash,Completed,4.3,4.1
BK2554,2025-06-08,16:05:38,CUST518,DRV123,Hotel,IT Park,23.71,66.21,416.13,UPI,Completed,4.0,4.0
BK2555,2025-05-26,20:30:43,CUST479,DRV123,Bus Stand,IT Park,8.16,23.74,128.65,UPI,Completed,4.4,4.9
BK2556,2025-04-28,11:46:55,CUST583,DRV829,IT Park,Hotel,9.57,19.95,152.84,UPI,Completed,4.1,3.3
BK2557,2025-03-17,02:57:01,CUST572,DRV570,IT Park,College,19.49,77.37,381.35,UPI,Completed,3.4,4.8
BK2558,2025-02-15,14:32:41,CUST718,DRV957,Hotel,Mall,18.2,52.92,297.11,UPI,Completed,4.7,4.0
BK2559,2025-04-29,23:04:00,CUST798,DRV793,Bus Stand,College,10.58,31.6,175.98,Card,Completed,3.4,4.8
BK2560,2025-01-19,13:16:56,CUST223,DRV832,Airport,College,17.51,57.2,224.06,Card,Completed,4.2,3.2
BK2561,2025-01-16,09:51:25,CUST842,DRV887,Airport,Hotel,3.81,11.64,58.0,Card,Completed,4.2,3.2
BK2562,2025-05-11,20:41:28,CUST227,DRV206,Mall,Hospital,11.91,27.98,236.97,Cash,Completed,4.1,4.4
BK2563,2025-01-29,23:10:23,CUST447,DRV245,IT Park,College,9.48,20.76,187.77,UPI,Completed,3.6,3.8
BK2564,2025-03-09,03:21:41,CUST569,DRV826,College,IT Park,16.95,34.74,313.27,Card,Completed,4.1,3.6
BK2565,2025-03-29,09:44:28,CUST561,DRV816,Hospital,Hospital,3.42,7.95,65.53,Cash,Completed,4.4,3.5
BK2566,2025-01-10,04:09:33,CUST326,DRV479,Hotel,Hospital,3.51,11.87,58.19,Card,Completed,3.8,3.7
BK2567,2025-02-10,18:40:19,CUST550,DRV789,Hospital,Mall,6.99,23.34,138.16,Cash,Completed,3.4,4.2
BK2568,2025-06-27,04:09:38,CUST493,DRV363,IT Park,Airport,11.76,34.03,165.03,UPI,Completed,4.7,4.0
BK2569,2025-05-30,09:09:37,CUST472,DRV838,Bus Stand,College,14.5,37.84,195.09,Cash,Completed,3.2,4.4
BK2570,2025-02-13,11:41:09,CUST613,DRV421,Hotel,Bus Stand,6.51,22.0,98.45,Card,Completed,3.8,3.9
BK2571,2025-06-15,05:55:33,CUST595,DRV488,Airport,Railway Station,10.46,23.02,151.43,Card,Completed,4.3,4.3
BK2572,2025-02-27,09:13:14,CUST723,DRV896,Railway Station,IT Park,8.58,25.06,116.24,Card,Completed,3.4,3.0
BK2573,2025-05-08,14:36:58,CUST112,DRV960,IT Park,IT Park,22.63,54.8,312.75,Card,Completed,3.6,3.3
BK2574,2025-06-20,01:25:40,CUST437,DRV619,Railway Station,Hospital,16.7,35.91,218.33,Cash,Completed,4.3,3.7
BK2575,2025-05-17,23:34:55,CUST917,DRV157,College,IT Park,18.28,56.94,256.8,UPI,Completed,4.3,3.2
BK2576,2025-03-07,23:11:44,CUST978,DRV350,IT Park,College,14.34,41.22,202.81,UPI,Cancelled,,
BK2577,2025-01-11,19:17:35,CUST860,DRV294,Railway Station,Mall,15.89,59.47,317.66,Cash,Completed,4.2,3.8
BK2578,2025-03-19,01:13:14,CUST879,DRV695,College,College,7.18,18.05,113.7,UPI,Completed,3.7,4.8
BK2579,2025-05-18,01:20:50,CUST301,DRV589,Railway Station,College,10.47,28.76,157.76,UPI,Completed,4.7,4.3
BK2580,2025-05-02,06:06:34,CUST712,DRV598,Hospital,Airport,16.13,43.04,299.1,Cash,Completed,3.1,4.7
BK2581,2025-04-21,03:46:56,CUST758,DRV299,College,Airport,13.79,38.56,220.33,Card,Completed,4.3,3.0
BK2582,2025-04-15,19:17:31,CUST436,DRV619,College,Hospital,22.05,63.8,325.1,Cash,Completed,3.3,3.9
BK2583,2025-03-18,08:55:34,CUST381,DRV794,Hospital,College,13.42,37.67,233.9,UPI,Completed,3.8,4.9
BK2584,2025-02-16,15:00:20,CUST621,DRV581,College,Mall,15.78,57.04,203.17,UPI,Cancelled,,
BK2585,2025-01-17,13:43:19,CUST982,DRV553,Hotel,Mall,11.14,29.78,184.43,UPI,Completed,4.7,3.2
BK2586,2025-01-28,07:13:19,CUST427,DRV884,College,Railway Station,3.67,13.58,50.29,Cash,Completed,4.3,4.1
BK2587,2025-03-18,19:13:36,CUST431,DRV260,IT Park,Bus Stand,21.16,47.61,275.89,UPI,Completed,4.1,4.9
BK2588,2025-02-10,19:42:10,CUST628,DRV585,Bus Stand,Hospital,11.54,30.63,194.49,UPI,Completed,4.9,4.7
BK2589,2025-03-09,15:59:54,CUST479,DRV248,Hospital,Hotel,24.9,50.92,321.28,Cash,Completed,4.2,4.6
BK2590,2025-04-01,23:20:28,CUST676,DRV502,Bus Stand,Airport,8.56,21.22,156.61,Card,Completed,3.1,3.7
BK2591,2025-01-15,13:22:41,CUST567,DRV885,Hospital,Airport,13.63,42.54,243.01,Cash,Completed,3.7,4.2
BK2592,2025-02-21,06:42:45,CUST952,DRV482,Airport,Hotel,15.46,47.85,264.73,Card,Completed,3.5,3.2
BK2593,2025-04-08,10:35:35,CUST916,DRV320,College,Hospital,4.74,11.61,75.85,UPI,Completed,4.7,4.4
BK2594,2025-01-20,07:10:20,CUST838,DRV707,College,Airport,20.15,54.44,307.03,Cash,Completed,3.8,3.4
BK2595,2025-04-10,22:58:45,CUST386,DRV721,Bus Stand,Airport,3.41,10.85,67.91,UPI,Completed,3.3,3.1
BK2596,2025-01-15,20:21:17,CUST548,DRV391,Railway Station,College,19.93,49.93,371.44,UPI,Completed,4.4,4.9
BK2597,2025-01-19,10:49:46,CUST255,DRV994,Mall,Hospital,11.41,37.93,179.35,Cash,Completed,4.3,3.9
BK2598,2025-02-21,17:05:28,CUST686,DRV659,Hospital,Hospital,6.34,19.12,102.89,Cash,Completed,4.6,4.5
BK2599,2025-01-06,04:49:49,CUST904,DRV816,Hotel,Hotel,17.27,38.46,306.8,Card,Completed,4.0,4.8
BK2600,2025-02-24,05:20:29,CUST470,DRV441,IT Park,Hospital,23.16,48.87,429.97,Card,Completed,3.1,3.7
BK2601,2025-06-04,23:59:01,CUST757,DRV520,Bus Stand,Bus Stand,14.47,33.23,260.03,Card,Completed,3.0,3.3
BK2602,2025-01-13,16:03:58,CUST482,DRV116,Bus Stand,Airport,15.36,52.67,296.96,Cash,Cancelled,,
BK2603,2025-03-25,17:31:18,CUST749,DRV168,Railway Station,Railway Station,18.23,60.95,276.27,Cash,Completed,3.0,3.2
BK2604,2025-01-29,17:10:51,CUST971,DRV189,College,IT Park,14.29,47.88,219.2,UPI,Completed,4.5,4.0
BK2605,2025-06-25,13:52:17,CUST856,DRV255,Hotel,Railway Station,3.71,8.84,69.45,UPI,Completed,4.4,4.8
BK2606,2025-06-15,18:21:29,CUST809,DRV857,Bus Stand,Airport,4.7,18.71,64.27,Card,Completed,3.0,5.0
BK2607,2025-05-28,09:00:39,CUST119,DRV108,IT Park,Hotel,8.46,28.22,113.48,Card,Completed,4.2,4.8
BK2608,2025-02-08,08:54:14,CUST886,DRV434,College,IT Park,9.36,31.27,126.39,Cash,Completed,4.2,3.7
BK2609,2025-04-01,22:55:36,CUST891,DRV251,IT Park,Hospital,6.86,18.02,92.13,UPI,Completed,4.8,3.8
BK2610,2025-01-26,00:34:38,CUST140,DRV898,Mall,Hotel,7.64,22.13,111.27,UPI,Cancelled,,
BK2611,2025-03-25,10:59:14,CUST306,DRV410,Mall,Bus Stand,19.12,75.38,296.44,Card,Completed,4.7,4.1
BK2612,2025-03-01,06:49:22,CUST998,DRV550,Railway Station,Bus Stand,5.62,19.0,90.52,UPI,Completed,4.3,4.8
BK2613,2025-04-24,23:54:47,CUST150,DRV557,College,Bus Stand,12.13,46.12,218.4,UPI,Completed,4.0,4.2
BK2614,2025-02-22,12:37:52,CUST279,DRV618,Railway Station,Mall,9.49,37.65,164.55,UPI,Completed,3.1,3.7
BK2615,2025-01-31,15:47:38,CUST424,DRV525,IT Park,IT Park,16.34,34.52,199.2,UPI,Completed,3.9,3.7
BK2616,2025-05-10,11:30:16,CUST567,DRV116,Airport,Bus Stand,12.08,30.51,160.88,Card,Completed,4.4,4.0
BK2617,2025-04-13,03:22:23,CUST956,DRV166,Bus Stand,Hospital,6.6,17.42,110.45,UPI,Cancelled,,
BK2618,2025-06-29,02:41:41,CUST996,DRV582,Airport,Hospital,3.66,8.4,46.06,Cash,Completed,4.6,4.5
BK2619,2025-06-15,10:02:09,CUST281,DRV678,Airport,Mall,19.33,66.35,335.47,Cash,Completed,4.0,4.3
BK2620,2025-02-09,04:44:30,CUST162,DRV710,IT Park,Hospital,2.88,9.34,52.48,Card,Completed,4.0,3.7
BK2621,2025-06-08,13:52:10,CUST278,DRV631,Mall,Mall,8.38,27.53,147.01,Card,Completed,4.7,3.7
BK2622,2025-01-29,05:01:31,CUST513,DRV740,Hotel,Hospital,19.7,61.52,375.54,Cash,Completed,4.1,4.0
BK2623,2025-03-24,00:50:01,CUST581,DRV135,Mall,Bus Stand,15.29,53.49,301.48,UPI,Completed,3.1,3.1
BK2624,2025-05-19,12:48:38,CUST273,DRV261,Railway Station,Airport,23.56,72.09,398.62,Card,Completed,4.0,3.2
BK2625,2025-02-27,02:26:04,CUST587,DRV575,Bus Stand,College,19.67,68.74,285.09,UPI,Completed,3.6,4.7
BK2626,2025-06-04,20:00:19,CUST363,DRV231,Hotel,Hotel,3.66,13.77,51.44,Cash,Completed,4.2,4.9
BK2627,2025-06-21,22:06:30,CUST951,DRV972,IT Park,Mall,17.6,49.79,308.29,UPI,Completed,3.7,3.6
BK2628,2025-05-12,04:51:09,CUST184,DRV861,Railway Station,Bus Stand,24.92,87.26,427.57,Card,Completed,3.7,3.1
BK2629,2025-06-07,03:15:14,CUST847,DRV775,Hospital,Hotel,2.71,8.42,49.04,Cash,Completed,4.1,4.7
BK2630,2025-04-29,21:37:33,CUST373,DRV878,Mall,Hotel,2.77,7.57,38.49,Card,Completed,3.9,3.1
BK2631,2025-04-06,21:09:37,CUST971,DRV135,Bus Stand,Airport,23.95,58.59,464.11,UPI,Completed,3.9,5.0
BK2632,2025-02-16,00:09:40,CUST913,DRV343,Mall,Bus Stand,14.74,56.92,177.51,Card,Completed,4.5,4.8
BK2633,2025-01-03,18:30:30,CUST292,DRV743,Bus Stand,College,5.21,11.42,80.22,UPI,Cancelled,,
BK2634,2025-04-27,19:16:34,CUST862,DRV386,Hotel,Hotel,23.47,72.4,380.68,UPI,Completed,3.3,3.0
BK2635,2025-03-07,10:51:55,CUST662,DRV567,Railway Station,Hotel,20.63,44.87,352.17,Cash,Completed,4.8,3.4
BK2636,2025-03-09,02:50:23,CUST126,DRV656,Mall,Railway Station,17.3,37.32,291.16,UPI,Completed,3.3,4.5
BK2637,2025-04-28,03:07:35,CUST229,DRV994,Hotel,Hospital,8.93,26.14,149.98,Card,Completed,3.3,4.5
BK2638,2025-04-22,17:05:55,CUST286,DRV507,IT Park,Mall,8.96,29.79,118.87,Cash,Cancelled,,
BK2639,2025-02-26,00:12:46,CUST638,DRV715,Mall,Airport,17.83,40.23,274.63,Cash,Completed,3.5,4.5
BK2640,2025-04-03,17:14:44,CUST643,DRV270,Hotel,Mall,8.03,30.22,153.65,UPI,Cancelled,,
BK2641,2025-06-24,05:40:40,CUST331,DRV963,Mall,Bus Stand,6.52,21.04,82.82,UPI,Cancelled,,
BK2642,2025-03-13,01:25:18,CUST634,DRV531,College,College,11.01,37.73,190.2,Card,Completed,4.2,3.6
BK2643,2025-02-04,23:19:00,CUST825,DRV669,Hospital,IT Park,10.69,23.58,189.77,Cash,Completed,4.0,4.4
BK2644,2025-06-06,19:04:03,CUST243,DRV247,College,Mall,7.73,20.48,113.43,UPI,Completed,3.1,3.7
BK2645,2025-04-11,05:41:26,CUST298,DRV354,Hotel,Railway Station,20.48,77.71,330.66,UPI,Completed,3.9,3.1
BK2646,2025-03-12,04:57:25,CUST857,DRV699,Mall,IT Park,22.22,45.02,434.58,Card,Completed,4.0,3.7
BK2647,2025-02-06,21:17:48,CUST752,DRV220,Hospital,Railway Station,23.26,47.65,387.31,Cash,Completed,4.1,3.4
BK2648,2025-06-03,15:14:42,CUST941,DRV227,College,Mall,11.86,39.19,211.31,UPI,Completed,3.0,4.9
BK2649,2025-03-29,08:02:24,CUST361,DRV215,College,Bus Stand,5.78,14.26,81.54,Cash,Completed,3.1,3.2
BK2650,2025-02-13,22:44:55,CUST876,DRV398,IT Park,Railway Station,24.69,64.95,319.05,UPI,Completed,3.2,4.4
BK2651,2025-06-04,19:55:23,CUST970,DRV780,College,Bus Stand,21.66,54.45,263.54,Card,Completed,3.4,3.1
BK2652,2025-01-15,20:06:55,CUST962,DRV841,Hospital,Hospital,4.38,12.54,60.62,Cash,Completed,4.0,3.5
BK2653,2025-05-11,10:26:42,CUST465,DRV185,Airport,Railway Station,23.63,90.07,390.71,Cash,Completed,3.7,3.8
BK2654,2025-05-05,07:37:31,CUST544,DRV781,Hospital,Railway Station,11.47,39.63,179.08,Cash,Completed,4.7,4.9
BK2655,2025-05-05,17:38:53,CUST721,DRV631,Bus Stand,Airport,9.73,30.37,124.16,Cash,Completed,3.4,3.8
BK2656,2025-01-28,18:53:50,CUST200,DRV689,Railway Station,Railway Station,6.74,25.3,89.41,UPI,Completed,3.9,4.2
BK2657,2025-04-03,18:43:45,CUST531,DRV934,Bus Stand,Airport,17.91,49.54,339.44,Card,Cancelled,,
BK2658,2025-06-15,14:54:29,CUST635,DRV138,Bus Stand,Bus Stand,15.07,43.39,188.95,Cash,Completed,3.9,4.6
BK2659,2025-01-07,06:36:11,CUST436,DRV201,Hospital,Bus Stand,16.13,59.11,257.31,UPI,Completed,3.2,3.0
BK2660,2025-04-27,08:22:52,CUST460,DRV354,Hospital,College,8.97,30.46,164.35,UPI,Completed,3.6,4.0
BK2661,2025-03-25,14:44:40,CUST912,DRV264,IT Park,Hotel,11.69,32.98,161.92,Cash,Completed,3.3,3.4
BK2662,2025-04-13,11:49:52,CUST611,DRV977,Railway Station,Hotel,3.27,7.84,39.48,Card,Completed,4.3,3.6
BK2663,2025-06-07,17:47:51,CUST333,DRV424,Hospital,Railway Station,24.38,58.21,360.01,Cash,Completed,3.7,3.0
BK2664,2025-01-24,20:25:20,CUST754,DRV290,Bus Stand,IT Park,21.3,43.96,415.81,Card,Completed,4.8,4.1
BK2665,2025-05-05,11:21:51,CUST470,DRV872,Mall,Mall,14.5,47.96,218.9,Card,Completed,4.3,3.1
BK2666,2025-01-05,03:12:37,CUST618,DRV817,Hospital,Mall,3.24,9.44,53.13,Card,Completed,4.8,3.2
BK2667,2025-06-08,22:04:12,CUST828,DRV712,Bus Stand,Hospital,20.92,50.63,316.99,UPI,Completed,3.6,3.8
BK2668,2025-03-29,17:22:25,CUST494,DRV206,Hospital,Railway Station,5.46,16.42,100.54,Card,Completed,3.9,4.0
BK2669,2025-02-27,14:52:02,CUST258,DRV783,Hospital,Airport,21.52,73.43,342.68,Card,Completed,3.5,4.8
BK2670,2025-02-27,22:14:15,CUST550,DRV763,IT Park,Mall,15.27,37.29,216.12,UPI,Cancelled,,
BK2671,2025-03-17,07:01:54,CUST958,DRV549,Bus Stand,IT Park,20.47,42.75,408.11,Card,Completed,3.3,4.6
BK2672,2025-02-17,16:37:25,CUST496,DRV864,Hospital,Hotel,11.08,33.07,211.02,Card,Completed,3.8,4.1
BK2673,2025-04-21,11:23:57,CUST340,DRV427,Hotel,Railway Station,3.13,6.27,43.69,Cash,Cancelled,,
BK2674,2025-02-04,10:55:52,CUST352,DRV914,Mall,Railway Station,17.65,39.58,227.86,Cash,Cancelled,,
BK2675,2025-05-02,17:20:06,CUST718,DRV333,Hotel,IT Park,11.45,37.74,202.63,Card,Completed,3.4,3.2
BK2676,2025-03-10,18:53:03,CUST548,DRV609,Bus Stand,Railway Station,23.63,59.58,444.88,UPI,Completed,4.7,4.5
BK2677,2025-01-06,17:28:35,CUST455,DRV588,Mall,Railway Station,5.88,21.42,106.75,Cash,Completed,4.2,3.7
BK2678,2025-04-01,02:46:17,CUST845,DRV128,College,Bus Stand,8.04,18.04,129.27,Cash,Completed,4.2,3.7
BK2679,2025-02-04,12:13:42,CUST651,DRV813,Hospital,Hotel,12.93,35.26,221.47,UPI,Completed,4.8,3.3
BK2680,2025-05-26,16:26:09,CUST797,DRV700,Hotel,Airport,10.77,24.57,183.09,Cash,Completed,4.5,4.9
BK2681,2025-01-14,22:48:22,CUST893,DRV172,Railway Station,Bus Stand,8.41,32.8,105.18,Cash,Completed,4.2,3.1
BK2682,2025-02-11,23:12:15,CUST892,DRV877,Mall,Mall,22.56,69.02,391.52,UPI,Cancelled,,
BK2683,2025-06-16,15:46:07,CUST196,DRV513,Bus Stand,Bus Stand,21.13,48.61,260.08,Card,Completed,4.8,3.6
BK2684,2025-06-28,15:08:54,CUST198,DRV418,Hotel,Mall,4.97,14.6,83.43,Cash,Completed,3.1,3.5
BK2685,2025-04-21,08:31:05,CUST511,DRV305,IT Park,Hotel,2.75,7.81,52.69,Cash,Completed,5.0,4.3
BK2686,2025-06-12,02:21:28,CUST636,DRV363,Airport,Airport,5.72,21.8,92.26,Cash,Completed,3.3,4.8
BK2687,2025-01-16,21:23:06,CUST641,DRV112,Airport,Hotel,19.42,67.26,343.22,Card,Completed,3.4,3.4
BK2688,2025-03-20,00:51:57,CUST483,DRV979,Railway Station,Mall,17.83,43.5,276.53,UPI,Completed,4.6,4.6
BK2689,2025-06-12,19:31:11,CUST453,DRV199,Mall,Hotel,12.43,44.55,232.55,Cash,Completed,4.3,3.5
BK2690,2025-02-15,14:45:54,CUST281,DRV619,Mall,College,8.3,21.83,107.36,UPI,Cancelled,,
BK2691,2025-06-09,01:59:34,CUST912,DRV223,Hospital,Hospital,8.28,20.03,129.52,UPI,Cancelled,,
BK2692,2025-03-31,21:11:37,CUST202,DRV609,IT Park,Mall,22.89,50.56,406.58,Cash,Completed,4.4,3.2
BK2693,2025-03-28,14:59:42,CUST498,DRV902,College,Railway Station,23.22,72.84,346.21,Cash,Completed,4.5,3.5
BK2694,2025-05-22,02:21:15,CUST345,DRV937,College,IT Park,17.95,37.33,335.94,Card,Completed,3.9,4.3
BK2695,2025-01-11,11:03:58,CUST591,DRV930,Railway Station,Railway Station,7.09,23.78,128.88,Cash,Cancelled,,
BK2696,2025-06-17,10:58:33,CUST819,DRV644,Bus Stand,IT Park,12.88,41.67,201.58,Card,Completed,4.8,4.0
BK2697,2025-03-24,04:28:48,CUST741,DRV536,Bus Stand,Bus Stand,21.36,76.95,326.47,Card,Completed,3.5,3.8
BK2698,2025-01-22,15:01:31,CUST674,DRV595,Bus Stand,Hospital,21.0,51.56,340.11,Card,Completed,4.6,3.7
BK2699,2025-03-15,21:44:03,CUST142,DRV292,Railway Station,Hospital,16.77,41.78,215.9,Cash,Completed,4.6,3.2
BK2700,2025-05-27,17:11:41,CUST149,DRV647,Airport,Airport,8.24,30.57,121.72,Card,Completed,4.9,5.0
BK2701,2025-04-09,06:22:34,CUST945,DRV800,Bus Stand,Mall,8.17,17.01,144.12,Cash,Completed,3.9,3.2
BK2702,2025-04-05,21:44:02,CUST201,DRV568,Mall,IT Park,18.27,37.68,346.43,Cash,Cancelled,,
BK2703,2025-03-23,02:45:13,CUST684,DRV755,Airport,Airport,5.19,11.7,69.57,Card,Completed,4.9,4.4
BK2704,2025-02-22,22:07:59,CUST346,DRV775,Hotel,Mall,20.43,57.11,300.13,Card,Completed,3.5,4.0
BK2705,2025-02-28,11:58:53,CUST259,DRV245,IT Park,Hospital,14.69,47.94,206.5,Card,Completed,4.9,3.3
BK2706,2025-06-24,18:45:55,CUST417,DRV309,Hospital,Bus Stand,24.21,49.14,383.7,Cash,Cancelled,,
BK2707,2025-01-03,13:52:26,CUST962,DRV294,College,Hospital,9.67,28.03,160.19,Cash,Completed,3.9,3.8
BK2708,2025-01-03,20:44:25,CUST885,DRV559,Mall,IT Park,18.85,63.56,351.86,UPI,Completed,3.5,4.2
BK2709,2025-06-13,03:07:10,CUST600,DRV168,Mall,Hotel,15.46,42.35,245.64,UPI,Cancelled,,
BK2710,2025-03-07,21:45:59,CUST391,DRV649,Hospital,Hospital,9.22,21.06,126.41,Cash,Completed,3.2,4.4
BK2711,2025-03-08,03:48:07,CUST306,DRV188,College,IT Park,17.2,67.1,306.8,UPI,Completed,3.1,4.8
BK2712,2025-05-13,01:30:30,CUST334,DRV138,Bus Stand,Mall,21.84,63.04,364.44,UPI,Completed,5.0,4.1
BK2713,2025-06-27,02:15:27,CUST548,DRV856,Mall,College,22.82,49.43,308.72,Cash,Completed,3.9,4.2
BK2714,2025-01-11,21:59:32,CUST293,DRV886,IT Park,Hotel,20.77,82.59,313.85,UPI,Completed,3.1,4.6
BK2715,2025-05-26,00:09:21,CUST356,DRV279,Hotel,College,15.9,38.11,253.74,UPI,Cancelled,,
BK2716,2025-06-14,01:25:24,CUST398,DRV617,Railway Station,IT Park,19.07,67.52,305.06,UPI,Completed,3.6,4.9
BK2717,2025-06-10,06:21:42,CUST125,DRV992,College,Railway Station,17.26,48.61,245.85,UPI,Completed,4.5,3.5
BK2718,2025-06-04,16:18:35,CUST660,DRV425,Airport,Railway Station,5.95,18.21,85.2,Cash,Completed,4.3,3.2
BK2719,2025-01-17,13:33:34,CUST837,DRV273,Hotel,Hotel,17.06,43.79,204.75,UPI,Completed,3.3,4.9
BK2720,2025-02-06,03:43:14,CUST103,DRV676,Airport,Bus Stand,21.95,54.16,400.08,Cash,Completed,4.2,4.9
BK2721,2025-01-31,07:48:40,CUST658,DRV175,Airport,College,10.59,35.61,132.46,Cash,Completed,3.8,4.9
BK2722,2025-06-15,12:18:43,CUST560,DRV866,IT Park,College,14.4,37.09,186.66,Cash,Completed,4.4,4.3
BK2723,2025-03-06,11:40:29,CUST256,DRV565,Hotel,IT Park,10.6,41.36,129.08,UPI,Completed,3.6,4.8
BK2724,2025-03-15,20:46:11,CUST497,DRV363,Mall,Hotel,9.38,23.49,152.65,Cash,Cancelled,,
BK2725,2025-01-06,13:51:19,CUST570,DRV520,IT Park,Bus Stand,20.95,46.22,409.45,UPI,Completed,4.6,3.4
